SESSION METADATA
participantID,hassan
sessionID,hassan_1
musicCondition,silence
game,goNogo
inputDevice,keyboard_space
phase,assessment
sessionStartUTC,2026-07-08T13:17:36.093Z
sessionDurationMs,132205
windowWidth,1625
windowHeight,1023
devicePixelRatio,1.5
responseWindowsMs,1500/1000/700
itiMs,150
trialsPerLevel,40
goRatio,0.6

TRIAL DATA
level,trialIndexGlobal,trialIndexLevel,trialStartMsFromSessionStart,response,correctResponse,result,responseMs,reactionTime,anticipatoryResponse,stimulusColor,stimulusShape,isGoTargetColor,isGoTargetShape,sdtOutcome
1,33,33,44626,nogo,nogo,1,1500,1500,0,red,square,0,0,correctRejection
1,34,34,46293,go,go,1,461,461,0,green,circle,1,1,hit
1,35,35,46910,nogo,nogo,1,1500,1500,0,green,square,1,0,correctRejection
1,36,36,48575,go,go,1,409,409,0,green,circle,1,1,hit
1,37,37,49143,go,go,1,382,382,0,green,circle,1,1,hit
1,38,38,49675,nogo,nogo,1,1500,1500,0,green,square,1,0,correctRejection
1,39,39,51342,nogo,nogo,1,1500,1500,0,green,square,1,0,correctRejection
1,40,40,52993,go,go,1,449,449,0,green,circle,1,1,hit
2,41,1,61325,nogo,nogo,1,1000,1000,0,red,square,0,1,correctRejection
2,42,2,62493,go,go,1,411,411,0,blue,square,1,1,hit
2,43,3,63058,nogo,nogo,1,1000,1000,0,red,circle,0,1,correctRejection
2,44,4,64209,nogo,nogo,1,1000,1000,0,green,square,1,1,correctRejection
2,45,5,65359,go,go,1,516,516,0,blue,square,1,1,hit
2,46,6,66025,nogo,nogo,1,1000,1000,0,green,square,1,1,correctRejection
2,47,7,67176,go,nogo,-1,686,686,0,blue,circle,1,1,falseAlarm
2,48,8,68025,go,go,1,468,468,0,green,circle,1,1,hit
2,49,9,68658,go,go,1,488,488,0,green,circle,1,1,hit
2,50,10,69309,nogo,nogo,1,1000,1000,0,blue,circle,1,1,correctRejection
2,51,11,70476,nogo,nogo,1,1000,1000,0,green,square,1,1,correctRejection
2,52,12,71659,go,go,1,477,477,0,green,circle,1,1,hit
2,53,13,72291,go,go,1,615,615,0,blue,square,1,1,hit
2,54,14,73059,go,go,1,555,555,0,green,circle,1,1,hit
2,55,15,73775,go,go,1,467,467,0,green,circle,1,1,hit
2,56,16,74393,go,go,1,380,380,0,green,circle,1,1,hit
2,57,17,74925,go,go,1,358,358,0,green,circle,1,1,hit
2,58,18,75443,go,go,1,374,374,0,green,circle,1,1,hit
2,59,19,75975,nogo,nogo,1,1000,1000,0,red,square,0,1,correctRejection
2,60,20,77126,nogo,nogo,1,1000,1000,0,green,square,1,1,correctRejection
2,61,21,78292,go,go,1,422,422,0,blue,square,1,1,hit
2,62,22,78875,go,go,1,432,432,0,blue,square,1,1,hit
2,63,23,79459,go,go,1,366,366,0,blue,square,1,1,hit
2,64,24,79975,nogo,nogo,1,1000,1000,0,red,square,0,1,correctRejection
2,65,25,81125,go,go,1,558,558,0,blue,square,1,1,hit
2,66,26,81842,go,go,1,481,481,0,blue,square,1,1,hit
2,67,27,82475,nogo,nogo,1,1000,1000,0,red,square,0,1,correctRejection
2,68,28,83625,go,go,1,496,496,0,blue,square,1,1,hit
2,69,29,84276,go,go,1,558,558,0,green,circle,1,1,hit
2,70,30,84992,go,nogo,-1,626,626,0,blue,circle,1,1,falseAlarm
2,71,31,85775,go,go,1,423,423,0,green,circle,1,1,hit
2,72,32,86358,nogo,nogo,1,1000,1000,0,red,circle,0,1,correctRejection
2,73,33,87526,go,go,1,591,591,0,blue,square,1,1,hit
2,74,34,88275,go,go,1,405,405,0,blue,square,1,1,hit
2,75,35,88842,nogo,nogo,1,1000,1000,0,red,circle,0,1,correctRejection
2,76,36,89992,go,go,1,543,543,0,green,circle,1,1,hit
2,77,37,90692,nogo,nogo,1,1000,1000,0,red,circle,0,1,correctRejection
2,78,38,91842,go,go,1,427,427,0,green,circle,1,1,hit
2,79,39,92425,go,go,1,530,530,0,blue,square,1,1,hit
2,80,40,93109,nogo,nogo,1,1000,1000,0,blue,circle,1,1,correctRejection
3,81,1,98292,nogo,go,-1,700,700,0,green,circle,1,1,miss
3,82,2,99142,nogo,nogo,1,700,700,0,green,triangle,1,1,correctRejection
3,83,3,100009,nogo,nogo,1,700,700,0,green,square,1,1,correctRejection
3,84,4,100876,nogo,nogo,1,700,700,0,green,square,1,1,correctRejection
3,85,5,101742,go,go,1,516,516,0,red,triangle,1,1,hit
3,86,6,102408,go,go,1,622,622,0,blue,square,1,1,hit
3,87,7,103191,nogo,go,-1,700,700,0,green,circle,1,1,miss
3,88,8,104059,go,go,1,697,697,0,red,triangle,1,1,hit
3,89,9,104909,go,go,1,654,654,0,green,circle,1,1,hit
3,90,10,105725,nogo,nogo,1,700,700,0,blue,triangle,1,1,correctRejection
3,91,11,106575,go,go,1,492,492,0,red,triangle,1,1,hit
3,92,12,107226,nogo,go,-1,700,700,0,blue,square,1,1,miss
3,93,13,108108,go,go,1,454,454,0,green,circle,1,1,hit
3,94,14,108725,go,go,1,485,485,0,blue,square,1,1,hit
3,95,15,109375,nogo,nogo,1,700,700,0,red,square,1,1,correctRejection
3,96,16,110226,go,go,1,517,517,0,blue,square,1,1,hit
3,97,17,110908,nogo,nogo,1,700,700,0,red,circle,1,1,correctRejection
3,98,18,111759,nogo,nogo,1,700,700,0,red,square,1,1,correctRejection
3,99,19,112642,nogo,nogo,1,700,700,0,red,circle,1,1,correctRejection
3,100,20,113525,go,go,1,684,684,0,red,triangle,1,1,hit
3,101,21,114374,go,go,1,397,397,0,red,triangle,1,1,hit
3,102,22,114924,go,go,1,539,539,0,blue,square,1,1,hit
3,103,23,115625,go,go,1,507,507,0,red,triangle,1,1,hit
3,104,24,116291,go,go,1,500,500,0,green,circle,1,1,hit
3,105,25,116958,go,go,1,435,435,0,green,circle,1,1,hit
3,106,26,117558,go,go,1,461,461,0,red,triangle,1,1,hit
3,107,27,118174,nogo,nogo,1,700,700,0,blue,circle,1,1,correctRejection
3,108,28,119024,go,nogo,-1,495,495,0,red,square,1,1,falseAlarm
3,109,29,119675,go,go,1,487,487,0,green,circle,1,1,hit
3,110,30,120325,go,go,1,521,521,0,blue,square,1,1,hit
3,111,31,121008,go,go,1,421,421,0,blue,square,1,1,hit
3,112,32,121592,nogo,nogo,1,700,700,0,red,circle,1,1,correctRejection
3,113,33,122458,nogo,nogo,1,700,700,0,blue,circle,1,1,correctRejection
3,114,34,123342,go,nogo,-1,549,549,0,green,square,1,1,falseAlarm
3,115,35,124058,go,go,1,418,418,0,blue,square,1,1,hit
3,116,36,124642,nogo,nogo,1,700,700,0,blue,triangle,1,1,correctRejection
3,117,37,125509,nogo,nogo,1,700,700,0,blue,triangle,1,1,correctRejection
3,118,38,126375,nogo,go,-1,700,700,0,green,circle,1,1,miss
3,119,39,127225,go,go,1,515,515,0,red,triangle,1,1,hit
3,120,40,127891,nogo,nogo,1,700,700,0,green,triangle,1,1,correctRejection
