SESSION METADATA
participantID,1
sessionID,1
musicCondition,1
game,starSearch
inputDevice,mouse
phase,assessment
sessionStartUTC,2026-07-08T09:24:47.723Z
sessionDurationMs,389419
windowWidth,1536
windowHeight,695
devicePixelRatio,1.25
responseWindowsMs,5000/4000/2500
fixationJitterMs,500-800
itemSizePx,56
trialsPerLevel,40

TRIAL DATA
level,trialIndexGlobal,trialIndexLevel,trialStartMsFromSessionStart,response,correctResponse,result,responseMs,reactionTime,anticipatoryResponse,searchType,setSize,targetItem,distractor1Item,distractor2Item,distractor1Count,distractor2Count,fixationDuration,targetX,targetY,clickX,clickY,clickDistance,clickedItemType,emptyClickCount
1,11,11,16998,gold_square,gold_square,1,1432,892,0,feature,21,gold_square,purple_square,,20,0,540,871,363,871,354,9,target,0
1,12,12,18431,dimgray_cross,dimgray_cross,1,1434,907,0,feature,21,dimgray_cross,saddlebrown_cross,,20,0,527,669,356,660,346,14,target,0
1,13,13,19865,deeppink_circle,deeppink_circle,1,1421,876,0,feature,21,deeppink_circle,red_circle,,20,0,545,1002,248,1000,250,3,target,0
1,14,14,21285,royalblue_pentagon,royalblue_pentagon,1,1513,845,0,feature,21,royalblue_pentagon,darkorange_pentagon,,20,0,668,801,434,795,419,16,target,0
1,15,15,22798,darkturquoise_cross,darkturquoise_cross,1,1489,785,0,feature,21,darkturquoise_cross,royalblue_cross,,20,0,704,657,154,663,166,13,target,0
1,16,16,24287,purple_pentagon,purple_pentagon,1,1799,1190,0,feature,21,purple_pentagon,royalblue_pentagon,,20,0,609,1182,612,1181,587,25,target,0
1,17,17,26086,gold_hexagon,gold_hexagon,1,1497,978,0,feature,21,gold_hexagon,deeppink_hexagon,,20,0,519,359,300,364,283,18,target,0
1,18,18,27583,red_circle,red_circle,1,1640,890,0,feature,21,red_circle,royalblue_circle,,20,0,750,1162,132,1153,109,25,target,0
1,19,19,29224,green_diamond,green_diamond,1,1296,777,0,feature,21,green_diamond,royalblue_diamond,,20,0,519,659,344,652,321,24,target,0
1,20,20,30520,purple_star,purple_star,1,1904,1235,0,feature,21,purple_star,saddlebrown_star,,20,0,669,753,592,740,597,13,target,0
1,21,21,32424,darkorange_semicircle,darkorange_semicircle,1,1831,1086,0,feature,21,darkorange_semicircle,saddlebrown_semicircle,,20,0,745,1054,129,1048,116,15,target,0
1,22,22,34254,green_star,green_star,1,1650,912,0,feature,21,green_star,saddlebrown_star,,20,0,738,325,291,328,291,3,target,0
1,23,23,35904,saddlebrown_diamond,saddlebrown_diamond,1,1502,895,0,feature,21,saddlebrown_diamond,green_diamond,,20,0,607,758,131,744,140,17,target,0
1,24,24,37406,deeppink_square,deeppink_square,1,1449,927,0,feature,21,deeppink_square,purple_square,,20,0,522,1208,368,1199,343,26,target,0
1,25,25,38855,darkorange_hexagon,darkorange_hexagon,1,1329,576,0,feature,21,darkorange_hexagon,dimgray_hexagon,,20,0,753,722,332,732,334,10,target,0
1,26,26,40184,gold_circle,gold_circle,1,1263,659,0,feature,21,gold_circle,deeppink_circle,,20,0,604,626,349,644,354,19,target,0
1,27,27,41447,deeppink_triangle,deeppink_triangle,1,1489,785,0,feature,21,deeppink_triangle,darkturquoise_triangle,,20,0,704,597,598,596,587,11,target,0
1,28,28,42936,red_circle,red_circle,1,1599,859,0,feature,21,red_circle,deeppink_circle,,20,0,740,438,216,448,194,24,target,0
1,29,29,44535,saddlebrown_semicircle,saddlebrown_semicircle,1,1503,761,0,feature,21,saddlebrown_semicircle,dimgray_semicircle,,20,0,742,595,167,587,143,25,target,0
1,30,30,46038,dimgray_triangle,dimgray_triangle,1,1512,826,0,feature,21,dimgray_triangle,purple_triangle,,20,0,686,506,268,524,263,19,target,0
1,31,31,47550,darkturquoise_pentagon,darkturquoise_pentagon,1,1424,789,0,feature,21,darkturquoise_pentagon,saddlebrown_pentagon,,20,0,635,1109,157,1104,142,16,target,0
1,32,32,48974,saddlebrown_semicircle,saddlebrown_semicircle,1,1769,985,0,feature,21,saddlebrown_semicircle,darkorange_semicircle,,20,0,784,1153,422,1161,404,19,target,0
1,33,33,50742,purple_ring,purple_ring,1,1851,1184,0,feature,21,purple_ring,darkorange_ring,,20,0,667,511,228,516,243,16,target,0
1,34,34,52593,red_star,red_star,1,1557,903,0,feature,21,red_star,dimgray_star,,20,0,654,933,244,936,238,7,target,0
1,35,35,54150,royalblue_diamond,royalblue_diamond,1,1672,1051,0,feature,21,royalblue_diamond,green_diamond,,20,0,621,832,161,827,148,14,target,1
1,36,36,55822,royalblue_cross,royalblue_cross,1,1568,833,0,feature,21,royalblue_cross,gold_cross,,20,0,735,612,165,610,158,7,target,0
1,37,37,57390,darkorange_triangle,darkorange_triangle,1,1435,932,0,feature,21,darkorange_triangle,purple_triangle,,20,0,503,451,459,443,463,9,target,0
1,38,38,58824,red_star,red_star,1,1513,983,0,feature,21,red_star,darkorange_star,,20,0,530,910,269,910,272,3,target,0
1,39,39,60337,deeppink_ring,deeppink_ring,1,1518,919,0,feature,21,deeppink_ring,darkturquoise_ring,,20,0,599,1133,507,1101,517,33,target,0
1,40,40,61855,royalblue_diamond,royalblue_diamond,1,1319,784,0,feature,21,royalblue_diamond,red_diamond,,20,0,535,1082,323,1076,307,17,target,0
2,41,1,65889,darkturquoise_cross,darkturquoise_cross,1,3022,2410,0,conjunction,21,darkturquoise_cross,saddlebrown_cross,darkturquoise_semicircle,11,9,612,1223,519,1214,508,14,target,0
2,42,2,68910,saddlebrown_triangle,saddlebrown_triangle,1,3335,2554,0,conjunction,21,saddlebrown_triangle,dimgray_triangle,saddlebrown_circle,10,10,781,1152,530,1150,520,10,target,0
2,43,3,72245,royalblue_semicircle,royalblue_semicircle,1,3057,2342,0,conjunction,21,royalblue_semicircle,red_semicircle,royalblue_pentagon,13,7,715,721,351,728,321,30,target,0
2,44,4,75302,darkturquoise_circle,darkturquoise_circle,1,2345,1552,0,conjunction,21,darkturquoise_circle,gold_circle,darkturquoise_star,13,7,793,949,124,963,111,19,target,0
2,45,5,77647,green_ring,green_ring,1,2089,1371,0,conjunction,21,green_ring,darkturquoise_ring,green_pentagon,13,7,718,530,565,542,567,12,target,0
2,46,6,79736,dimgray_circle,dimgray_circle,1,3015,2255,0,conjunction,21,dimgray_circle,purple_circle,dimgray_pentagon,12,8,760,821,403,833,386,21,target,0
2,47,7,82751,darkorange_hexagon,darkorange_hexagon,1,2591,2065,0,conjunction,21,darkorange_hexagon,royalblue_hexagon,darkorange_square,12,8,526,599,134,603,117,18,target,0
2,48,8,85342,purple_hexagon,purple_hexagon,1,2864,2084,0,conjunction,21,purple_hexagon,green_hexagon,purple_semicircle,13,7,780,534,339,533,345,6,target,0
2,49,9,88206,gold_pentagon,gold_pentagon,1,1851,1081,0,conjunction,21,gold_pentagon,green_pentagon,gold_cross,10,10,770,564,326,569,332,7,target,0
2,50,10,90057,gold_square,gold_square,1,2991,2202,0,conjunction,21,gold_square,purple_square,gold_diamond,10,10,789,812,590,824,574,20,target,0
2,51,11,93048,darkorange_star,darkorange_star,1,2431,1926,0,conjunction,21,darkorange_star,deeppink_star,darkorange_triangle,13,7,505,1226,210,1220,191,20,target,0
2,52,12,95478,green_ring,green_ring,1,2250,1636,0,conjunction,21,green_ring,darkturquoise_ring,green_semicircle,11,9,614,436,465,456,461,21,target,0
2,53,13,97728,purple_triangle,purple_triangle,1,1958,1376,0,conjunction,21,purple_triangle,gold_triangle,purple_square,12,8,582,875,267,869,258,11,target,0
2,54,14,99686,deeppink_cross,deeppink_cross,1,1697,1124,0,conjunction,21,deeppink_cross,dimgray_cross,deeppink_circle,11,9,573,536,315,523,293,26,target,0
2,55,15,101383,royalblue_star,royalblue_star,1,2879,2377,0,conjunction,21,royalblue_star,red_star,royalblue_semicircle,13,7,502,354,583,348,585,6,target,0
2,56,16,104262,darkturquoise_ring,darkturquoise_ring,1,2440,1821,0,conjunction,21,darkturquoise_ring,purple_ring,darkturquoise_pentagon,11,9,619,724,498,724,514,16,target,0
2,57,17,106702,deeppink_square,deeppink_square,1,2137,1593,0,conjunction,21,deeppink_square,red_square,deeppink_circle,13,7,544,1130,216,1123,204,14,target,0
2,58,18,108839,darkorange_triangle,darkorange_triangle,1,2041,1519,0,conjunction,21,darkorange_triangle,purple_triangle,darkorange_cross,10,10,522,1049,518,1056,510,11,target,0
2,59,19,110881,royalblue_hexagon,royalblue_hexagon,1,3830,3111,0,conjunction,21,royalblue_hexagon,deeppink_hexagon,royalblue_square,12,8,719,521,438,527,424,15,target,0
2,60,20,114711,dimgray_cross,dimgray_cross,1,2296,1688,0,conjunction,21,dimgray_cross,royalblue_cross,dimgray_triangle,11,9,608,931,256,922,237,21,target,0
2,61,21,117007,saddlebrown_diamond,saddlebrown_diamond,1,2271,1617,0,conjunction,21,saddlebrown_diamond,purple_diamond,saddlebrown_square,11,9,654,859,344,872,344,13,target,0
2,62,22,119278,red_pentagon,red_pentagon,1,2217,1452,0,conjunction,21,red_pentagon,darkorange_pentagon,red_square,11,9,765,883,132,890,123,12,target,0
2,63,23,121494,purple_semicircle,purple_semicircle,1,2406,1875,0,conjunction,21,purple_semicircle,darkturquoise_semicircle,purple_square,13,7,531,353,287,351,262,25,target,0
2,64,24,123901,saddlebrown_square,saddlebrown_square,1,2450,1872,0,conjunction,21,saddlebrown_square,royalblue_square,saddlebrown_star,13,7,578,1108,568,1109,570,3,target,0
2,65,25,126351,dimgray_diamond,dimgray_diamond,1,1887,1308,0,conjunction,21,dimgray_diamond,darkturquoise_diamond,dimgray_ring,11,9,579,997,594,993,595,4,target,0
2,66,26,128238,red_semicircle,red_semicircle,1,2244,1599,0,conjunction,21,red_semicircle,darkturquoise_semicircle,red_star,10,10,645,351,165,361,148,19,target,0
2,67,27,130481,deeppink_circle,deeppink_circle,1,1902,1242,0,conjunction,21,deeppink_circle,green_circle,deeppink_square,10,10,660,836,468,847,453,19,target,0
2,68,28,132384,saddlebrown_ring,saddlebrown_ring,1,2368,1577,0,conjunction,21,saddlebrown_ring,dimgray_ring,saddlebrown_star,12,8,791,808,135,796,131,12,target,0
2,69,29,134752,gold_semicircle,gold_semicircle,1,2118,1520,0,conjunction,21,gold_semicircle,green_semicircle,gold_ring,10,10,598,568,551,565,541,11,target,0
2,70,30,136870,red_diamond,red_diamond,1,2761,2003,0,conjunction,21,red_diamond,deeppink_diamond,red_square,11,9,758,1145,125,1142,131,6,target,0
2,71,31,139631,green_hexagon,green_hexagon,1,2223,1683,0,conjunction,21,green_hexagon,darkorange_hexagon,green_semicircle,11,9,540,838,172,838,161,11,target,0
2,72,32,141854,darkorange_diamond,darkorange_diamond,1,3498,2762,0,conjunction,21,darkorange_diamond,green_diamond,darkorange_semicircle,10,10,736,467,127,484,127,17,target,0
2,73,33,145352,green_star,green_star,1,2081,1577,0,conjunction,21,green_star,gold_star,green_hexagon,12,8,504,1125,486,1119,486,6,target,0
2,74,34,147432,gold_circle,gold_circle,1,2166,1595,0,conjunction,21,gold_circle,darkturquoise_circle,gold_square,13,7,571,946,235,933,217,22,target,0
2,75,35,149598,dimgray_cross,dimgray_cross,1,2048,1437,0,conjunction,21,dimgray_cross,darkturquoise_cross,dimgray_triangle,12,8,611,1229,460,1225,468,8,target,0
2,76,36,151646,darkturquoise_pentagon,darkturquoise_pentagon,1,1840,1311,0,conjunction,21,darkturquoise_pentagon,darkorange_pentagon,darkturquoise_ring,13,7,529,792,483,788,494,12,target,0
2,77,37,153486,deeppink_star,deeppink_star,1,2545,1933,0,conjunction,21,deeppink_star,red_star,deeppink_diamond,12,8,612,1183,468,1175,448,22,target,0
2,78,38,156031,purple_pentagon,purple_pentagon,1,2463,1774,0,conjunction,21,purple_pentagon,royalblue_pentagon,purple_triangle,12,8,689,1051,140,1057,137,6,target,1
2,79,39,158494,royalblue_square,royalblue_square,1,2121,1590,0,conjunction,21,royalblue_square,red_square,royalblue_ring,13,7,531,575,137,576,130,7,target,0
2,80,40,160615,red_triangle,red_triangle,1,2071,1413,0,conjunction,21,red_triangle,deeppink_triangle,red_circle,12,8,658,999,239,1000,229,10,target,0
3,81,1,164769,purple_hexagon,purple_hexagon,1,2589,1855,0,conjunction,41,purple_hexagon,red_hexagon,purple_star,21,19,734,536,327,543,319,11,target,0
3,82,2,167358,timeout,dimgray_semicircle,0,3203,2500,0,conjunction,41,dimgray_semicircle,green_semicircle,dimgray_pentagon,22,18,703,1002,332,-1,-1,-1,timeout,0
3,83,3,170579,darkturquoise_triangle,darkturquoise_triangle,1,2436,1648,0,conjunction,41,darkturquoise_triangle,deeppink_triangle,darkturquoise_ring,21,19,788,665,393,670,399,8,target,0
3,84,4,173015,purple_cross,purple_cross,1,2768,2094,0,conjunction,41,purple_cross,dimgray_cross,purple_ring,22,18,674,871,328,873,329,3,target,0
3,85,5,175783,royalblue_circle,royalblue_circle,1,2002,1394,0,conjunction,41,royalblue_circle,purple_circle,royalblue_triangle,23,17,608,734,262,743,244,20,target,0
3,86,6,177785,deeppink_circle,deeppink_circle,1,2151,1413,0,conjunction,41,deeppink_circle,gold_circle,deeppink_hexagon,21,19,738,938,192,944,176,18,target,0
3,87,7,179935,green_diamond,green_diamond,1,2495,1851,0,conjunction,41,green_diamond,red_diamond,green_triangle,23,17,644,600,196,615,188,17,target,0
3,88,8,182430,timeout,darkturquoise_star,0,3231,2500,0,conjunction,41,darkturquoise_star,red_star,darkturquoise_ring,21,19,731,598,528,-1,-1,-1,timeout,0
3,89,9,185688,red_star,red_star,1,1631,992,0,conjunction,41,red_star,royalblue_star,red_diamond,23,17,639,801,394,795,381,15,target,0
3,90,10,187318,red_hexagon,red_hexagon,1,2617,1908,0,conjunction,41,red_hexagon,dimgray_hexagon,red_cross,20,20,709,1004,329,1018,343,19,target,1
3,91,11,189935,royalblue_hexagon,royalblue_hexagon,1,2695,1911,0,conjunction,41,royalblue_hexagon,green_hexagon,royalblue_circle,22,18,784,598,397,604,387,12,target,0
3,92,12,192630,darkturquoise_ring,darkturquoise_ring,1,3090,2368,0,conjunction,41,darkturquoise_ring,dimgray_ring,darkturquoise_triangle,22,18,722,868,197,869,190,7,target,0
3,93,13,195720,darkorange_pentagon,darkorange_pentagon,1,3263,2482,0,conjunction,41,darkorange_pentagon,deeppink_pentagon,darkorange_circle,22,18,781,1001,331,1012,333,11,target,0
3,94,14,198982,green_triangle,green_triangle,1,2480,1792,0,conjunction,41,green_triangle,red_triangle,green_ring,25,15,688,734,131,737,121,10,target,0
3,95,15,201463,dimgray_diamond,dimgray_diamond,1,2584,2077,0,conjunction,41,dimgray_diamond,red_diamond,dimgray_square,20,20,507,733,331,744,338,13,target,0
3,96,16,204047,deeppink_cross,deeppink_cross,1,2519,1767,0,conjunction,41,deeppink_cross,green_cross,deeppink_hexagon,23,17,752,734,465,729,454,12,target,0
3,97,17,206566,royalblue_circle,royalblue_circle,1,2512,2008,0,conjunction,41,royalblue_circle,darkorange_circle,royalblue_cross,21,19,504,803,397,816,392,14,target,0
3,98,18,209079,gold_cross,gold_cross,1,1840,1338,0,conjunction,41,gold_cross,green_cross,gold_circle,22,18,502,599,262,598,244,18,target,0
3,99,19,210918,timeout,royalblue_semicircle,0,3292,2500,0,conjunction,41,royalblue_semicircle,gold_semicircle,royalblue_hexagon,23,17,792,669,528,-1,-1,-1,timeout,0
3,100,20,214227,purple_triangle,purple_triangle,1,2092,1527,0,conjunction,41,purple_triangle,dimgray_triangle,purple_diamond,22,18,565,666,328,657,317,14,target,0
3,101,21,216319,saddlebrown_pentagon,saddlebrown_pentagon,1,1807,1061,0,conjunction,41,saddlebrown_pentagon,dimgray_pentagon,saddlebrown_star,25,15,746,799,259,793,259,6,target,0
3,102,22,218126,red_square,red_square,1,2128,1402,0,conjunction,41,red_square,purple_square,red_hexagon,23,17,726,933,261,924,254,11,target,0
3,103,23,220254,deeppink_square,deeppink_square,1,2264,1566,0,conjunction,41,deeppink_square,darkorange_square,deeppink_ring,21,19,698,869,464,882,479,19,target,0
3,104,24,222518,timeout,dimgray_diamond,0,3037,2500,0,conjunction,41,dimgray_diamond,deeppink_diamond,dimgray_pentagon,21,19,537,732,465,-1,-1,-1,timeout,0
3,105,25,225579,darkturquoise_cross,darkturquoise_cross,1,2029,1352,0,conjunction,41,darkturquoise_cross,deeppink_cross,darkturquoise_circle,20,20,677,602,395,591,378,20,target,0
3,106,26,227608,gold_circle,gold_circle,1,2151,1465,0,conjunction,41,gold_circle,darkorange_circle,gold_cross,21,19,686,667,264,663,270,8,target,0
3,107,27,229759,timeout,gold_pentagon,0,3169,2500,0,conjunction,41,gold_pentagon,saddlebrown_pentagon,gold_diamond,23,17,669,667,264,-1,-1,-1,timeout,0
3,108,28,232942,gold_semicircle,gold_semicircle,1,2553,2047,0,conjunction,41,gold_semicircle,saddlebrown_semicircle,gold_star,24,16,506,602,196,603,182,14,target,0
3,109,29,235495,saddlebrown_star,saddlebrown_star,1,1879,1164,0,conjunction,41,saddlebrown_star,red_star,saddlebrown_circle,24,16,715,603,396,614,397,11,target,0
3,110,30,237374,green_semicircle,green_semicircle,1,1864,1278,0,conjunction,41,green_semicircle,darkturquoise_semicircle,green_star,24,16,586,668,193,656,176,21,target,0
3,111,31,239237,saddlebrown_ring,saddlebrown_ring,1,1859,1298,0,conjunction,41,saddlebrown_ring,darkorange_ring,saddlebrown_triangle,25,15,561,934,326,909,344,30,target,0
3,112,32,241096,green_ring,green_ring,1,1744,1134,0,conjunction,41,green_ring,saddlebrown_ring,green_square,21,19,610,936,265,940,239,26,target,0
3,113,33,242840,timeout,darkorange_pentagon,0,3017,2500,0,conjunction,41,darkorange_pentagon,darkturquoise_pentagon,darkorange_triangle,23,17,517,599,198,-1,-1,-1,timeout,0
3,114,34,245874,darkorange_square,darkorange_square,1,2389,1846,0,conjunction,41,darkorange_square,gold_square,darkorange_diamond,24,16,543,801,532,812,539,13,target,0
3,115,35,248263,saddlebrown_triangle,saddlebrown_triangle,1,2216,1501,0,conjunction,41,saddlebrown_triangle,green_triangle,saddlebrown_cross,23,17,715,868,328,857,324,12,target,0
3,116,36,250479,deeppink_ring,deeppink_ring,1,2761,1968,0,conjunction,41,deeppink_ring,royalblue_ring,deeppink_star,24,16,793,804,531,790,536,15,target,0
3,117,37,253240,timeout,darkorange_hexagon,0,3124,2500,0,conjunction,41,darkorange_hexagon,green_hexagon,darkorange_semicircle,24,16,624,936,396,-1,-1,-1,timeout,0
3,118,38,256378,dimgray_square,dimgray_square,1,2014,1326,0,conjunction,41,dimgray_square,green_square,dimgray_semicircle,24,16,688,938,331,948,336,11,target,0
3,119,39,258392,red_star,red_star,1,1784,1261,0,conjunction,41,red_star,dimgray_star,red_ring,23,17,523,665,332,661,334,4,target,0
3,120,40,260176,purple_diamond,purple_diamond,1,1455,888,0,conjunction,41,purple_diamond,darkturquoise_diamond,purple_ring,23,17,567,667,331,665,327,4,target,0
