SESSION METADATA
participantID,1
sessionID,1
musicCondition,1
game,chalkboardChallenge
inputDevice,keyboard_arrow
phase,assessment
sessionStartUTC,2026-07-08T09:54:43.667Z
sessionDurationMs,956712
windowWidth,1536
windowHeight,695
devicePixelRatio,1.25
responseWindowsMs,6000/5000/4000
diffRatioBands,0.3-0.6/0.15-0.3/0.1-0.15
itiMs,150
trialsPerLevel,40

TRIAL DATA
level,trialIndexGlobal,trialIndexLevel,trialStartMsFromSessionStart,response,correctResponse,result,responseMs,reactionTime,anticipatoryResponse,leftExpr,rightExpr,leftValue,rightValue,diffRatio,operators,nTermsLeft,nTermsRight,hasPrecedence
1,35,35,496897,right,right,1,955,955,0,39 + 11,42 + 43,50,85,0.4118,+,2,2,0
1,36,36,498010,right,right,1,966,966,0,5 + 35,40 + 26,40,66,0.3939,+,2,2,0
1,37,37,499141,left,left,1,1697,1697,0,24 - 4,8 + 1,20,9,0.55,"+,-",2,2,0
1,38,38,501002,left,left,1,2122,2122,0,40 + 16,36 - 10,56,26,0.5357,"+,-",2,2,0
1,39,39,503279,right,right,1,1111,1111,0,32 + 9,31 + 29,41,60,0.3167,+,2,2,0
1,40,40,504543,left,left,1,2578,2578,0,45 - 15,7 + 6,30,13,0.5667,"+,-",2,2,0
2,41,1,546262,right,right,1,4896,4896,0,30 + 2 * 35,46 * 3,100,138,0.2754,"+,*",3,2,1
2,42,2,551315,right,left,-1,3724,3724,0,25 + 49,7 * 8,74,56,0.2432,"+,*",2,2,0
2,43,3,555205,left,left,1,2132,2132,0,7 * 10,49 + 10,70,59,0.1571,"+,*",2,2,0
2,44,4,557498,right,right,1,4251,4251,0,34 + 43,7 * 13,77,91,0.1538,"+,*",2,2,0
2,45,5,561903,timeout,right,0,5000,5000,0,2 * 8,45 - 24,16,21,0.2381,"-,*",2,2,0
2,46,6,567072,right,left,-1,97,97,1,4 + 12,46 - 34,16,12,0.25,"+,-",2,2,0
2,47,7,567321,right,right,1,1288,1288,0,21 + 19,12 + 24 + 21,40,57,0.2982,+,2,3,0
2,48,8,568768,left,left,1,4816,4816,0,49 - 48 + 26,26 - 22 + 16,27,20,0.2593,"+,-",3,3,0
2,49,9,573737,left,left,1,1887,1887,0,14 + 2 + 35,20 + 20,51,40,0.2157,+,3,2,0
2,50,10,575782,right,right,1,3643,3643,0,41 * 4,32 + 41 * 4,164,196,0.1633,"+,*",2,3,1
2,51,11,579588,timeout,left,0,5000,5000,0,28 + 49,10 * 9 - 34,77,56,0.2727,"+,-,*",2,3,1
2,52,12,584757,left,right,-1,2200,2200,0,7 * 9,45 + 43,63,88,0.2841,"+,*",2,2,0
2,53,13,587118,right,right,1,2131,2131,0,21 * 7,29 * 6,147,174,0.1552,*,2,2,0
2,54,14,589411,left,right,-1,3652,3652,0,6 * 2,30 - 14,12,16,0.25,"-,*",2,2,0
2,55,15,593218,left,left,1,4435,4435,0,6 * 15 + 44,39 * 3 - 17,134,100,0.2537,"+,-,*",3,3,1
2,56,16,597805,left,left,1,2478,2478,0,2 * 40 + 2,32 + 33,82,65,0.2073,"+,*",3,2,1
2,57,17,600448,left,right,-1,1593,1593,0,15 + 41 + 1,44 + 25,57,69,0.1739,+,3,2,0
2,58,18,602193,right,right,1,3142,3142,0,47 - 13 - 19,16 + 5,15,21,0.2857,"+,-",3,2,0
2,59,19,605501,right,right,1,2412,2412,0,6 + 27,36 + 21 - 16,33,41,0.1951,"+,-",2,3,0
2,60,20,608077,left,right,-1,3957,3957,0,9 * 9,23 + 30 + 47,81,100,0.19,"+,*",2,3,0
2,61,21,612199,right,right,1,2495,2495,0,21 - 17 + 33,10 + 37,37,47,0.2128,"+,-",3,2,0
2,62,22,614858,right,right,1,2509,2509,0,2 + 23 + 20,32 + 23,45,55,0.1818,+,3,2,0
2,63,23,617518,left,left,1,2741,2741,0,32 + 19,4 + 34,51,38,0.2549,+,2,2,0
2,64,24,620410,right,right,1,4800,4800,0,7 * 3,3 * 3 + 16,21,25,0.16,"+,*",2,3,1
2,65,25,625363,left,left,1,2637,2637,0,2 + 19,28 - 13,21,15,0.2857,"+,-",2,2,0
2,66,26,628155,left,left,1,3998,3998,0,37 + 23 - 17,34 - 1,43,33,0.2326,"+,-",3,2,0
2,67,27,632311,left,left,1,3023,3023,0,5 * 48 + 45,19 + 6 * 31,285,205,0.2807,"+,*",3,3,1
2,68,28,635486,right,right,1,4031,4031,0,38 + 1 - 5,14 + 29,34,43,0.2093,"+,-",3,2,0
2,69,29,639674,left,left,1,1762,1762,0,38 + 30,30 + 20,68,50,0.2647,+,2,2,0
2,70,30,641602,right,left,-1,3605,3605,0,18 * 7 - 21,27 * 5 - 47,105,88,0.1619,"-,*",3,3,1
2,71,31,645359,right,left,-1,4864,4864,0,27 * 6,24 * 5,162,120,0.2593,*,2,2,0
2,72,32,650378,right,right,1,2795,2795,0,34 + 9,48 + 9,43,57,0.2456,+,2,2,0
2,73,33,653337,left,left,1,2901,2901,0,42 * 4 + 15,4 * 45 - 44,183,136,0.2568,"+,-,*",3,3,1
2,74,34,656395,right,left,-1,4130,4130,0,20 * 9 - 7,5 * 26,173,130,0.2486,"-,*",3,2,1
2,75,35,660684,right,left,-1,2207,2207,0,11 + 50,28 + 22,61,50,0.1803,+,2,2,0
2,76,36,663044,right,right,1,2850,2850,0,11 - 4 + 41,35 + 23,48,58,0.1724,"+,-",3,2,0
2,77,37,666052,right,right,1,3088,3088,0,8 * 4,25 + 16,32,41,0.2195,"+,*",2,2,0
2,78,38,669293,right,right,1,4174,4174,0,4 + 3 * 25,15 + 11 * 8,79,103,0.233,"+,*",3,3,1
2,79,39,673631,left,left,1,4405,4405,0,3 * 37,5 * 18,111,90,0.1892,*,2,2,0
2,80,40,678202,left,left,1,2041,2041,0,23 + 12 + 35,11 * 5,70,55,0.2143,"+,*",3,2,0
3,81,1,695090,left,left,1,2718,2718,0,50 + 10 + 7,2 * 40 - 20,67,60,0.1045,"+,-,*",3,3,1
3,82,2,697965,left,right,-1,3016,3016,0,5 * 35 + 20,23 * 9 + 15,195,222,0.1216,"+,*",3,3,1
3,83,3,701140,timeout,left,0,4000,4000,0,33 + 84 / 7,30 + 70 / 7,45,40,0.1111,"+,/",3,3,1
3,84,4,705312,left,left,1,2856,2856,0,45 / 3 + 45,34 / 2 + 34,60,51,0.15,"+,/",3,3,1
3,85,5,708320,right,right,1,2110,2110,0,27 + 18 + 18,45 + 14 + 12,63,71,0.1127,+,3,3,0
3,86,6,710581,right,left,-1,2589,2589,0,8 * 38 - 11,28 * 8 + 32,293,256,0.1263,"+,-,*",3,3,1
3,87,7,713323,right,left,-1,2517,2517,0,1 + 2 * 8,43 - 7 * 4,17,15,0.1176,"+,-,*",3,3,1
3,88,8,715999,timeout,right,0,4000,4000,0,92 / 4 + 2,80 / 8 + 19,25,29,0.1379,"+,/",3,3,1
3,89,9,720171,right,left,-1,3273,3273,0,37 - 29 + 32,96 / 8 + 24,40,36,0.1,"+,-,/",3,3,1
3,90,10,723595,timeout,left,0,4000,4000,0,13 - 20 / 4,2 + 45 / 9,8,7,0.125,"+,-,/",3,3,1
3,91,11,727767,right,right,1,3585,3585,0,15 / 5 + 18,12 / 3 + 20,21,24,0.125,"+,/",3,3,1
3,92,12,731507,left,left,1,3238,3238,0,30 - 14 + 24,16 + 60 / 3,40,36,0.1,"+,-,/",3,3,1
3,93,13,734898,left,right,-1,2900,2900,0,31 + 2 * 12,50 - 11 + 24,55,63,0.127,"+,-,*",3,3,1
3,94,14,737956,right,left,-1,1876,1876,0,4 * 17 + 7,4 * 18 - 6,75,66,0.12,"+,-,*",3,3,1
3,95,15,739984,left,left,1,3057,3057,0,11 + 36 + 21,36 + 35 - 13,68,58,0.1471,"+,-",3,3,0
3,96,16,743192,right,right,1,3957,3957,0,35 + 5 * 12,29 + 20 * 4,95,109,0.1284,"+,*",3,3,1
3,97,17,747314,left,left,1,3836,3836,0,21 + 16 - 17,30 - 84 / 7,20,18,0.1,"+,-,/",3,3,1
3,98,18,751303,left,right,-1,2314,2314,0,35 * 4 - 26,3 * 42 + 1,114,127,0.1024,"+,-,*",3,3,1
3,99,19,753780,left,right,-1,2306,2306,0,72 / 8 + 49,18 + 29 + 20,58,67,0.1343,"+,/",3,3,1
3,100,20,756239,right,left,-1,2667,2667,0,44 - 12 + 50,3 * 30 - 18,82,72,0.122,"+,-,*",3,3,1
3,101,21,759065,timeout,right,0,4000,4000,0,16 - 64 / 8,24 - 7 - 8,8,9,0.1111,"-,/",3,3,1
3,102,22,763237,left,right,-1,3981,3981,0,50 + 90 / 6,2 * 46 - 16,65,76,0.1447,"+,-,*,/",3,3,1
3,103,23,767376,left,right,-1,2142,2142,0,16 + 90 / 3,24 + 47 - 19,46,52,0.1154,"+,-,/",3,3,1
3,104,24,769670,timeout,right,0,4000,4000,0,56 / 8 + 31,3 / 3 + 43,38,44,0.1364,"+,/",3,3,1
3,105,25,773841,timeout,left,0,4000,4000,0,25 + 17 - 2,72 / 9 + 28,40,36,0.1,"+,-,/",3,3,1
3,106,26,778013,right,right,1,3624,3624,0,32 / 8 + 9,84 / 7 + 3,13,15,0.1333,"+,/",3,3,1
3,107,27,781803,right,right,1,2041,2041,0,49 * 7 - 46,48 * 7 + 9,297,345,0.1391,"+,-,*",3,3,1
3,108,28,783997,right,right,1,3958,3958,0,33 + 43 - 27,40 * 2 - 23,49,57,0.1404,"+,-,*",3,3,1
3,109,29,788119,right,left,-1,3768,3768,0,50 + 45 / 5,28 * 3 - 33,59,51,0.1356,"+,-,*,/",3,3,1
3,110,30,792042,timeout,right,0,4000,4000,0,15 + 44 / 2,7 * 11 - 35,37,42,0.119,"+,-,*,/",3,3,1
3,111,31,796214,left,left,1,2972,2972,0,49 + 5 + 3,43 * 2 - 35,57,51,0.1053,"+,-,*",3,3,1
3,112,32,799339,right,left,-1,2456,2456,0,30 - 10 + 29,96 / 4 + 19,49,43,0.1224,"+,-,/",3,3,1
3,113,33,801948,right,right,1,1986,1986,0,40 - 10 + 44,2 * 48 - 9,74,87,0.1494,"+,-,*",3,3,1
3,114,34,804092,right,right,1,3001,3001,0,26 - 4 / 4,70 / 5 + 15,25,29,0.1379,"+,-,/",3,3,1
3,115,35,807250,left,left,1,2161,2161,0,5 * 33 - 48,7 + 50 + 48,117,105,0.1026,"+,-,*",3,3,1
3,116,36,809577,right,right,1,2152,2152,0,44 + 33 - 40,2 * 16 + 10,37,42,0.119,"+,-,*",3,3,1
3,117,37,811888,right,right,1,2490,2490,0,4 * 1 + 48,23 + 3 + 35,52,61,0.1475,"+,*",3,3,1
3,118,38,814530,timeout,left,0,4000,4000,0,46 * 6 + 34,49 * 5 + 22,310,267,0.1387,"+,*",3,3,1
3,119,39,818702,right,left,-1,3282,3282,0,7 / 7 + 50,56 / 4 + 31,51,45,0.1176,"+,/",3,3,1
3,120,40,822143,timeout,left,0,4000,4000,0,24 / 8 + 25,18 / 9 + 23,28,25,0.1071,"+,/",3,3,1
