SESSION METADATA
participantID,hassan
sessionID,01
musicCondition,silence
game,brainShift
inputDevice,keyboard_arrow
phase,assessment
sessionStartUTC,2026-07-09T09:11:48.320Z
sessionDurationMs,166682
windowWidth,1634
windowHeight,962
devicePixelRatio,1.5
responseWindowsMs,3000/2200/1500
switchRates,0/0.4/0.6
itiMs,200
trialsPerLevel,40

TRIAL DATA
level,trialIndexGlobal,trialIndexLevel,trialStartMsFromSessionStart,response,correctResponse,result,responseMs,reactionTime,anticipatoryResponse,stimulusNumber,stimulusColor,stimulusPosition,taskDomain,expectedCategory,switchType,labelsVisible
1,24,24,46520,yes,yes,1,631,631,0,0,blue,topLeft,number,even,repeat,1
1,25,25,47354,yes,yes,1,671,671,0,9,green,topRight,number,odd,repeat,1
1,26,26,48237,yes,yes,1,710,710,0,4,green,topLeft,number,even,repeat,1
1,27,27,49154,yes,yes,1,498,498,0,9,orange,topRight,number,odd,repeat,1
1,28,28,49854,no,no,1,992,992,0,7,orange,topLeft,number,even,repeat,1
1,29,29,51053,yes,no,-1,870,870,0,8,green,topRight,number,odd,repeat,1
1,30,30,52137,no,no,1,817,817,0,6,green,topRight,number,odd,repeat,1
1,31,31,53170,no,no,1,914,914,0,9,orange,topLeft,number,even,repeat,1
1,32,32,54287,yes,yes,1,845,845,0,4,green,topLeft,number,even,repeat,1
1,33,33,55336,no,no,1,865,865,0,4,red,topRight,number,odd,repeat,1
1,34,34,56404,no,no,1,883,883,0,7,green,topLeft,number,even,repeat,1
1,35,35,57487,yes,yes,1,925,925,0,1,purple,topRight,number,odd,repeat,1
1,36,36,58620,yes,yes,1,864,864,0,4,yellow,topLeft,number,even,repeat,1
1,37,37,59686,no,yes,-1,722,722,0,1,yellow,topRight,number,odd,repeat,1
1,38,38,60620,no,no,1,897,897,0,1,purple,topLeft,number,even,repeat,1
1,39,39,61720,yes,yes,1,770,770,0,7,blue,topRight,number,odd,repeat,1
1,40,40,62703,no,no,1,959,959,0,9,orange,topLeft,number,even,repeat,1
2,41,1,66504,yes,yes,1,672,672,0,8,blue,topLeft,number,even,first,1
2,42,2,67387,no,yes,-1,842,842,0,7,green,topRight,number,odd,repeat,1
2,43,3,68437,no,no,1,735,735,0,7,yellow,topLeft,number,even,repeat,1
2,44,4,69387,yes,yes,1,803,803,0,9,blue,topRight,number,odd,repeat,1
2,45,5,70403,yes,yes,1,1105,1105,0,9,yellow,bottomLeft,color,warm,switch,1
2,46,6,71719,no,no,1,696,696,0,2,blue,bottomLeft,color,warm,repeat,1
2,47,7,72620,yes,yes,1,696,696,0,2,yellow,bottomLeft,color,warm,repeat,1
2,48,8,73521,yes,yes,1,793,793,0,0,green,bottomRight,color,cool,repeat,1
2,49,9,74520,no,no,1,1148,1148,0,7,purple,bottomLeft,color,warm,repeat,1
2,50,10,75870,no,no,1,872,872,0,3,orange,bottomRight,color,cool,repeat,1
2,51,11,76953,no,no,1,1056,1056,0,8,red,topRight,number,odd,switch,1
2,52,12,78221,yes,yes,1,845,845,0,4,blue,bottomRight,color,cool,switch,1
2,53,13,79270,no,no,1,1193,1193,0,2,purple,bottomLeft,color,warm,repeat,1
2,54,14,80670,yes,yes,1,988,988,0,7,green,topRight,number,odd,switch,1
2,55,15,81869,no,no,1,644,644,0,1,orange,topLeft,number,even,repeat,1
2,56,16,82720,yes,yes,1,942,942,0,1,orange,topRight,number,odd,repeat,1
2,57,17,83870,yes,yes,1,842,842,0,7,green,bottomRight,color,cool,switch,1
2,58,18,84920,yes,yes,1,848,848,0,3,orange,bottomLeft,color,warm,repeat,1
2,59,19,85970,no,no,1,664,664,0,3,blue,bottomLeft,color,warm,repeat,1
2,60,20,86836,no,no,1,599,599,0,1,blue,bottomLeft,color,warm,repeat,1
2,61,21,87636,no,no,1,1128,1128,0,1,purple,bottomLeft,color,warm,repeat,1
2,62,22,88970,no,no,1,1333,1333,0,8,yellow,topRight,number,odd,switch,1
2,63,23,90503,yes,yes,1,1500,1500,0,4,blue,bottomRight,color,cool,switch,1
2,64,24,92220,yes,yes,1,986,986,0,1,red,topRight,number,odd,switch,1
2,65,25,93420,no,no,1,1174,1174,0,2,purple,topRight,number,odd,repeat,1
2,66,26,94803,no,no,1,884,884,0,3,orange,topLeft,number,even,repeat,1
2,67,27,95903,no,no,1,1088,1088,0,8,blue,bottomLeft,color,warm,switch,1
2,68,28,97203,no,no,1,906,906,0,3,green,topLeft,number,even,switch,1
2,69,29,98320,no,no,1,1074,1074,0,1,green,bottomLeft,color,warm,switch,1
2,70,30,99602,no,no,1,851,851,0,1,purple,bottomLeft,color,warm,repeat,1
2,71,31,100669,yes,yes,1,960,960,0,0,orange,topLeft,number,even,switch,1
2,72,32,101836,no,no,1,884,884,0,2,purple,topRight,number,odd,repeat,1
2,73,33,102936,yes,yes,1,988,988,0,4,red,bottomLeft,color,warm,switch,1
2,74,34,104137,yes,yes,1,781,781,0,0,orange,bottomLeft,color,warm,repeat,1
2,75,35,105120,no,no,1,983,983,0,7,blue,topLeft,number,even,switch,1
2,76,36,106303,yes,yes,1,567,567,0,2,purple,topLeft,number,even,repeat,1
2,77,37,107086,yes,yes,1,952,952,0,6,blue,bottomRight,color,cool,switch,1
2,78,38,108253,yes,yes,1,822,822,0,3,purple,bottomRight,color,cool,repeat,1
2,79,39,109287,no,no,1,726,726,0,0,orange,bottomRight,color,cool,repeat,1
2,80,40,110219,yes,yes,1,1091,1091,0,6,green,topLeft,number,even,switch,1
3,81,1,117219,no,no,1,1105,1105,0,5,blue,topLeft,number,even,first,0
3,82,2,118536,yes,yes,1,496,496,0,6,orange,topLeft,number,even,repeat,0
3,83,3,119236,no,yes,-1,670,670,0,1,blue,topRight,number,odd,repeat,0
3,84,4,120120,yes,no,-1,1037,1037,0,2,red,bottomRight,color,cool,switch,0
3,85,5,121370,no,yes,-1,1012,1012,0,7,yellow,bottomLeft,color,warm,repeat,0
3,86,6,122586,yes,no,-1,982,982,0,1,red,bottomRight,color,cool,repeat,0
3,87,7,123769,yes,no,-1,613,613,0,7,yellow,bottomRight,color,cool,repeat,0
3,88,8,124586,no,yes,-1,738,738,0,8,green,bottomRight,color,cool,repeat,0
3,89,9,125536,yes,yes,1,1479,1479,0,9,orange,topRight,number,odd,switch,0
3,90,10,127220,no,yes,-1,993,993,0,3,blue,bottomRight,color,cool,switch,0
3,91,11,128419,no,yes,-1,547,547,0,4,blue,bottomRight,color,cool,repeat,0
3,92,12,129169,yes,yes,1,1039,1039,0,6,yellow,topLeft,number,even,switch,0
3,93,13,130419,yes,no,-1,810,810,0,8,red,topRight,number,odd,repeat,0
3,94,14,131436,yes,no,-1,1050,1050,0,9,green,bottomLeft,color,warm,switch,0
3,95,15,132686,yes,yes,1,855,855,0,0,red,bottomLeft,color,warm,repeat,0
3,96,16,133752,no,no,1,1206,1206,0,1,yellow,topLeft,number,even,switch,0
3,97,17,135170,yes,yes,1,1044,1044,0,4,red,topLeft,number,even,repeat,0
3,98,18,136419,no,yes,-1,1068,1068,0,3,yellow,bottomLeft,color,warm,switch,0
3,99,19,137702,no,no,1,974,974,0,9,blue,topLeft,number,even,switch,0
3,100,20,138886,no,no,1,1177,1177,0,8,yellow,bottomRight,color,cool,switch,0
3,101,21,140269,no,no,1,821,821,0,2,green,bottomLeft,color,warm,repeat,0
3,102,22,141303,no,no,1,684,684,0,8,blue,bottomLeft,color,warm,repeat,0
3,103,23,142203,no,no,1,1054,1054,0,4,red,topRight,number,odd,switch,0
3,104,24,143471,no,no,1,1003,1003,0,4,blue,bottomLeft,color,warm,switch,0
3,105,25,144688,timeout,no,0,1500,1500,0,2,red,topRight,number,odd,switch,0
3,106,26,146419,yes,yes,1,1150,1150,0,8,orange,topLeft,number,even,repeat,0
3,107,27,147771,yes,yes,1,798,798,0,6,green,topLeft,number,even,repeat,0
3,108,28,148785,yes,yes,1,1092,1092,0,5,red,bottomLeft,color,warm,switch,0
3,109,29,150086,no,no,1,854,854,0,0,green,topRight,number,odd,switch,0
3,110,30,151153,no,no,1,1020,1020,0,8,green,bottomLeft,color,warm,switch,0
3,111,31,152386,no,no,1,896,896,0,5,yellow,topLeft,number,even,switch,0
3,112,32,153486,yes,yes,1,784,784,0,1,green,bottomRight,color,cool,switch,0
3,113,33,154470,yes,yes,1,852,852,0,5,yellow,bottomLeft,color,warm,repeat,0
3,114,34,155536,no,no,1,862,862,0,3,red,topLeft,number,even,switch,0
3,115,35,156603,yes,yes,1,1058,1058,0,7,yellow,topRight,number,odd,repeat,0
3,116,36,157870,yes,no,-1,938,938,0,7,orange,bottomRight,color,cool,switch,0
3,117,37,159020,yes,yes,1,1209,1209,0,7,purple,topRight,number,odd,switch,0
3,118,38,160435,yes,yes,1,1050,1050,0,3,red,bottomLeft,color,warm,switch,0
3,119,39,161686,no,no,1,1447,1447,0,2,purple,topRight,number,odd,switch,0
3,120,40,163335,yes,yes,1,913,913,0,4,yellow,bottomLeft,color,warm,switch,0
